,carat,cut,color,clarity,depth,table,price,x,y,z
6701,0.91,Premium,H,VS2,61.9,59.0,4201,6.18,6.23,3.84
15223,1.28,Premium,I,VS1,61.1,61.0,6583,7.01,6.96,4.27
17761,1.25,Premium,G,VS2,61.2,57.0,7948,6.95,6.91,4.24
2454,1.0,Good,J,SI2,62.7,58.0,3234,6.28,6.32,3.95
22746,2.02,Premium,J,VS2,61.1,58.0,12832,8.04,8.1,4.93
7418,0.36,Very Good,H,VS2,61.0,55.0,583,4.62,4.66,2.83
21125,1.6,Very Good,I,VS1,58.6,58.0,10824,7.66,7.72,4.51
10449,0.83,Ideal,G,VS1,62.1,55.0,4989,6.02,6.05,3.75
29516,0.34,Very Good,H,VVS1,62.9,57.0,775,4.44,4.47,2.8
44898,0.52,Ideal,F,VVS2,62.1,54.0,1978,5.17,5.2,3.22
47389,0.91,Good,E,I1,57.7,63.0,2342,6.35,6.3,3.65
23952,1.72,Premium,F,SI1,62.0,58.0,14892,7.68,7.65,4.75
16843,1.25,Premium,G,VVS1,62.0,58.0,7389,6.96,6.87,4.29
8179,1.02,Very Good,H,SI1,63.5,55.0,4487,6.31,6.35,4.02
44333,0.56,Premium,D,VS2,61.5,58.0,1910,5.28,5.33,3.26
28276,0.31,Premium,D,SI1,61.2,60.0,732,4.41,4.35,2.68
9528,1.02,Ideal,H,SI2,61.4,58.0,4766,6.47,6.52,3.99
6370,0.91,Premium,E,SI1,61.9,61.0,4138,6.12,6.1,3.78
37396,0.43,Premium,G,VVS2,62.3,60.0,1129,4.85,4.78,3.0
22424,1.52,Ideal,D,VS2,61.6,57.0,12392,7.42,7.35,4.55
33209,0.31,Ideal,F,IF,61.9,54.0,914,4.35,4.38,2.7
9794,1.0,Fair,F,VS2,64.7,59.0,4829,6.22,6.15,4.0
25215,2.01,Premium,I,SI1,60.2,59.0,17474,8.18,8.12,4.91
41814,0.62,Ideal,H,VS2,62.8,57.0,1652,5.43,5.4,3.4
36598,0.41,Very Good,E,VS1,62.2,57.0,1079,4.74,4.78,2.96
49258,0.75,Premium,G,SI1,59.1,59.0,2622,5.98,5.9,3.51
28795,0.39,Ideal,I,VVS2,62.0,56.0,750,4.67,4.72,2.91
38547,0.32,Ideal,J,VS2,62.2,57.0,393,4.36,4.38,2.72
39112,0.52,Ideal,D,SI2,62.5,56.0,1289,5.08,5.12,3.19
10693,1.01,Very Good,I,VS1,63.4,57.0,5041,6.32,6.39,4.03
1958,0.9,Very Good,J,VS2,61.9,59.0,3119,6.14,6.2,3.82
155,0.58,Ideal,G,VVS1,61.5,55.0,2772,5.39,5.44,3.33
10487,0.34,Ideal,G,VS2,61.5,55.0,596,4.47,4.5,2.76
48102,0.7,Good,E,SI2,63.7,55.0,2435,5.63,5.58,3.57
37346,0.4,Ideal,G,VS1,61.3,55.0,1125,4.78,4.75,2.92
1089,0.7,Very Good,G,VVS2,60.8,57.0,2931,5.72,5.76,3.49
22433,2.01,Premium,J,SI2,62.0,59.0,12403,8.04,8.1,5.0
27516,0.35,Ideal,F,VS2,61.9,54.0,706,4.5,4.54,2.8
12576,1.02,Ideal,H,VS1,62.2,56.0,5569,6.48,6.42,4.01
9122,1.07,Ideal,J,VS2,61.6,56.0,4686,6.59,6.55,4.04
32602,0.31,Ideal,E,VVS1,61.7,56.0,890,4.38,4.41,2.71
40718,0.3,Ideal,I,VVS2,62.2,56.0,515,4.27,4.31,2.67
11101,0.73,Ideal,F,VVS1,61.9,56.0,5154,5.75,5.79,3.57
18058,1.09,Ideal,G,VVS2,62.0,54.8,8149,6.6,6.63,4.1
6980,1.13,Premium,H,SI1,62.6,60.0,4256,6.68,6.62,4.16
6416,0.9,Premium,G,VS2,61.1,58.0,4152,6.22,6.25,3.81
16021,1.11,Very Good,G,VS2,62.2,57.0,6953,6.55,6.6,4.09
41855,0.53,Ideal,F,VS2,61.2,56.0,1655,5.22,5.25,3.2
11439,1.21,Ideal,J,SI1,60.4,54.0,5232,6.86,6.89,4.15
18710,1.04,Very Good,G,IF,60.7,58.0,8655,6.52,6.65,4.0
39864,0.59,Ideal,F,SI2,60.1,57.0,1371,5.45,5.49,3.29
33866,0.42,Ideal,I,VVS1,62.0,55.0,945,4.88,4.8,3.0
5433,1.01,Good,D,SI2,64.0,59.0,3932,6.28,6.34,4.04
48124,0.74,Ideal,I,VS1,62.1,56.0,2440,5.75,5.82,3.59
13230,1.03,Ideal,D,SI1,61.6,55.0,5804,6.49,6.53,4.01
6450,1.16,Premium,H,SI2,58.8,61.0,4157,6.93,6.84,4.05
45096,0.77,Premium,J,VS1,62.2,61.0,2005,5.85,5.82,3.63
43553,0.56,Premium,G,VS1,62.4,58.0,1819,5.22,5.3,3.28
18099,1.5,Good,G,SI2,64.3,57.0,8190,7.29,7.2,4.66
25556,1.7,Premium,E,VS2,58.6,62.0,18342,7.92,7.84,4.62
30112,0.45,Fair,F,SI1,57.9,66.0,794,5.08,4.98,2.91
24765,0.31,Ideal,G,SI2,61.6,55.6,429,4.34,4.37,2.69
25817,0.4,Ideal,G,SI2,60.6,56.0,651,4.82,4.79,2.91
20215,1.5,Ideal,I,VS1,61.3,57.0,9900,7.32,7.35,4.5
36116,0.31,Good,I,VS1,63.2,56.0,489,4.28,4.33,2.72
4079,0.78,Ideal,G,VS2,61.7,56.0,3613,5.89,5.94,3.65
41945,0.54,Premium,F,VS2,61.8,58.0,1662,5.22,5.29,3.25
49200,1.02,Ideal,J,SI2,61.6,55.0,2611,6.49,6.43,3.98
587,0.71,Very Good,E,VS2,59.4,58.0,2843,5.76,5.82,3.44
9346,1.02,Ideal,H,SI1,60.0,59.0,4724,6.56,6.55,3.93
46037,0.52,Ideal,D,VS1,60.4,56.0,2146,5.24,5.26,3.17
46305,0.74,Good,F,SI2,59.3,61.0,2190,5.87,5.97,3.51
47175,0.7,Very Good,D,SI1,62.5,63.0,2318,5.7,5.63,3.54
43732,0.5,Premium,H,VVS1,62.5,58.0,1838,5.1,5.05,3.17
49419,0.76,Very Good,G,SI1,62.6,56.0,2652,5.86,5.9,3.68
26475,0.3,Premium,I,VVS2,61.7,58.0,675,4.37,4.28,2.67
46443,0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3
21953,2.19,Good,I,SI2,63.7,57.0,11756,8.23,8.19,5.23
30090,0.43,Very Good,F,SI1,62.5,56.0,792,4.82,4.85,3.02
16299,1.5,Fair,H,SI2,59.3,58.0,7098,7.31,7.37,4.35
30930,0.41,Ideal,G,VS2,59.8,57.0,827,4.81,4.85,2.89
645,0.91,Fair,J,VS2,64.4,62.0,2854,6.06,6.03,3.89
30129,0.32,Ideal,G,VVS1,61.4,57.0,796,4.4,4.44,2.71
44517,0.51,Premium,E,VS1,61.9,58.0,1928,5.15,5.1,3.17
9587,0.31,Very Good,G,SI1,63.2,54.0,593,4.33,4.31,2.73
32220,0.37,Ideal,D,VS2,61.3,56.0,876,4.6,4.64,2.83
11739,0.26,Ideal,E,VVS2,62.3,57.0,599,4.06,4.09,2.54
15036,1.29,Ideal,I,VS2,62.7,57.0,6509,6.97,6.91,4.35
32994,0.35,Ideal,F,VS2,60.5,57.0,906,4.6,4.52,2.76
23172,1.25,Ideal,E,VVS1,62.6,56.0,13536,6.83,6.91,4.3
24217,2.54,Very Good,I,SI2,63.5,58.0,15394,8.67,8.56,5.47
26515,0.3,Ideal,G,VS2,63.0,56.0,675,4.3,4.27,2.7
36632,0.4,Ideal,I,VVS1,60.5,57.0,1080,4.79,4.76,2.89
26819,0.3,Very Good,H,VVS1,63.0,58.0,684,4.22,4.25,2.67
43360,0.51,Premium,D,VS2,62.0,59.0,1807,5.12,5.08,3.16
9752,1.02,Premium,H,SI1,61.2,57.0,4819,6.54,6.5,3.99
8004,0.3,Very Good,G,VS1,62.1,55.0,585,4.28,4.31,2.67
16154,1.04,Ideal,F,VS1,61.4,57.0,7015,6.51,6.56,4.01
20095,0.27,Ideal,G,VVS1,62.5,56.0,627,4.15,4.18,2.6
8438,1.06,Ideal,G,SI2,62.2,55.0,4541,6.56,6.53,4.07
26170,0.33,Ideal,F,VS2,62.1,55.0,666,4.45,4.47,2.77
1529,0.65,Ideal,E,VVS2,62.1,57.0,3023,5.55,5.6,3.46
1125,0.7,Ideal,F,VS1,61.2,54.0,2940,5.92,5.64,3.54
33691,0.32,Premium,G,VVS2,62.6,58.0,936,4.37,4.35,2.73
1283,0.24,Ideal,G,VVS1,62.0,56.0,559,3.97,4.01,2.47
42870,0.53,Ideal,G,VS1,61.2,55.0,1754,5.23,5.26,3.21
31852,0.3,Ideal,E,VVS1,62.2,57.0,862,4.28,4.31,2.67
48763,0.73,Very Good,D,SI1,63.6,57.0,2548,5.68,5.71,3.62
39951,0.52,Ideal,H,VS2,62.0,57.0,1385,5.12,5.08,3.16
44918,0.66,Ideal,D,VS2,61.8,56.0,1981,5.6,5.57,3.45
15149,1.05,Very Good,F,VS2,62.0,56.0,6545,6.48,6.52,4.03
2591,0.76,Very Good,E,SI1,60.4,58.0,3261,5.91,5.97,3.59
5906,1.0,Very Good,H,SI2,62.5,58.0,4042,6.27,6.36,3.95
11205,1.0,Very Good,E,SI1,63.5,61.0,5174,6.33,6.24,3.99
39901,0.45,Ideal,G,IF,62.8,53.0,1377,4.92,4.95,3.1
2307,0.71,Ideal,G,VS1,62.3,54.0,3195,5.68,5.72,3.55
25188,1.69,Good,E,VS1,63.8,56.0,17400,7.51,7.57,4.81
20074,1.5,Very Good,D,SI2,63.1,56.0,9783,7.17,7.28,4.56
17071,1.0,Very Good,G,VVS1,62.3,56.0,7507,6.29,6.4,3.95
33380,0.42,Very Good,G,VS1,59.4,59.0,921,4.86,4.9,2.9
23551,2.01,Very Good,J,SI1,61.7,59.0,14125,8.01,8.09,4.97
19584,1.54,Premium,I,SI1,60.1,58.0,9314,7.53,7.48,4.51
43936,0.57,Ideal,E,VS2,62.5,56.0,1853,5.3,5.33,3.32
6629,1.01,Good,H,SI1,64.0,58.0,4191,6.37,6.31,4.06
4135,0.92,Very Good,F,SI2,59.9,60.0,3625,6.26,6.29,3.76
1898,0.32,Very Good,E,SI1,62.8,57.0,561,4.34,4.39,2.74
13937,1.21,Ideal,H,SI1,61.1,57.0,6069,6.83,6.91,4.2
282,0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76
258,1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83
11116,0.34,Premium,H,VS1,62.2,58.0,596,4.43,4.48,2.77
6530,0.71,Ideal,F,VVS2,61.6,54.0,4167,5.76,5.79,3.56
37711,0.44,Very Good,E,VS1,60.7,58.0,1158,4.88,4.91,2.97
19206,1.51,Premium,I,VS2,62.3,60.0,8997,7.35,7.29,4.56
14721,2.03,Premium,G,I1,61.1,58.0,6377,8.11,8.06,4.94
11531,1.08,Very Good,F,SI1,58.2,63.0,5256,6.69,6.78,3.92
19909,1.53,Premium,F,SI2,62.7,60.0,9596,7.34,7.28,4.58
29139,0.3,Ideal,G,VVS1,61.6,58.0,764,4.31,4.32,2.66
6971,0.9,Very Good,H,VS2,60.0,56.0,4255,6.3,6.34,3.79
13521,1.0,Very Good,E,VS1,63.2,53.0,5914,6.4,6.33,4.02
37991,0.58,Ideal,H,SI1,61.6,57.0,1184,5.34,5.38,3.3
2285,0.7,Ideal,G,VVS2,60.3,57.0,3191,5.75,5.83,3.49
22447,1.62,Good,H,VS2,61.5,60.8,12429,7.48,7.53,4.62
40846,0.54,Very Good,F,VS2,58.2,60.0,1551,5.34,5.39,3.12
21038,0.35,Very Good,H,SI1,63.1,58.0,630,4.51,4.46,2.83
21384,2.0,Premium,J,SI2,60.9,54.0,11106,8.17,8.12,4.96
6710,0.9,Good,E,VS2,64.0,58.0,4203,6.07,6.02,3.87
49174,0.72,Ideal,F,VS2,61.1,56.0,2607,5.83,5.79,3.55
10403,1.05,Very Good,I,VS2,62.4,59.0,4975,6.48,6.51,4.05
21800,1.31,Ideal,G,VVS2,60.9,56.0,11531,7.17,7.07,4.32
33243,0.37,Ideal,G,VVS2,61.9,54.0,917,4.63,4.67,2.88
6411,1.0,Fair,H,SI1,56.3,63.0,4150,6.63,6.61,3.73
2551,0.9,Good,H,SI2,63.6,60.0,3250,6.06,6.11,3.87
29450,0.44,Ideal,G,SI1,61.5,57.0,772,4.87,4.88,3.0
6852,1.07,Good,F,SI2,58.7,64.0,4232,6.64,6.68,3.91
32658,0.33,Ideal,I,IF,62.2,56.0,891,4.45,4.42,2.76
38314,0.43,Ideal,H,VS2,62.5,56.0,1218,4.81,4.85,3.02
13489,1.16,Ideal,D,SI2,62.1,54.0,5898,6.79,6.74,4.2
23128,1.58,Ideal,E,SI1,61.0,57.0,13434,7.5,7.55,4.59
26390,0.33,Very Good,G,VVS2,63.0,56.0,672,4.42,4.47,2.8
21253,1.32,Premium,F,VS1,61.7,59.0,10977,6.95,6.99,4.3
18658,1.4,Premium,H,SI1,60.5,60.0,8624,7.22,7.16,4.35
41971,0.51,Very Good,E,VS2,63.1,57.0,1662,5.12,5.08,3.22
23648,1.5,Ideal,H,VVS1,61.2,57.0,14304,7.34,7.4,4.51
25643,2.29,Premium,J,IF,61.4,60.0,18594,8.49,8.45,5.2
42951,0.54,Very Good,E,VS2,63.1,58.0,1760,5.21,5.13,3.26
20354,1.0,Very Good,F,IF,63.2,63.0,10046,6.26,6.24,3.95
13565,1.0,Good,F,VS2,63.7,59.0,5929,6.27,6.32,4.01
22263,0.4,Ideal,J,VS1,62.2,54.0,633,4.72,4.76,2.95
16280,1.12,Ideal,H,VVS2,62.3,53.0,7091,6.64,6.7,4.16
34881,0.24,Very Good,D,VVS2,61.3,58.0,485,3.99,4.03,2.46
29118,0.3,Ideal,E,VVS1,62.5,54.0,763,4.29,4.32,2.69
39961,0.5,Very Good,E,VS2,63.0,58.0,1386,5.07,5.09,3.2
18489,1.59,Very Good,J,VS2,62.9,58.1,8526,7.39,7.45,4.66
6823,1.02,Premium,F,SI2,62.7,59.0,4227,6.45,6.38,4.02
27624,0.3,Ideal,D,SI1,61.4,56.0,709,4.35,4.32,2.66
781,0.73,Premium,E,VS1,61.3,59.0,2870,5.81,5.78,3.55
14939,1.14,Very Good,D,SI1,62.7,59.0,6464,6.64,6.67,4.17
18133,1.51,Very Good,H,VS2,63.1,57.0,8219,7.24,7.21,4.56
30798,0.31,Ideal,F,VS1,61.2,56.0,821,4.4,4.42,2.7
30932,0.41,Premium,G,VS2,62.6,59.0,827,4.73,4.76,2.97
10983,1.15,Premium,F,SI2,61.1,57.0,5120,6.82,6.77,4.15
6519,0.9,Very Good,E,SI1,61.8,59.0,4165,6.11,6.16,3.79
5774,0.74,Ideal,F,VVS1,60.9,57.0,4013,5.83,5.86,3.56
30933,0.41,Premium,G,VS2,61.5,58.0,827,4.8,4.82,2.96
13171,1.02,Very Good,D,SI1,63.3,60.0,5778,6.33,6.38,4.02
30573,0.37,Very Good,E,VS2,61.8,59.0,811,4.56,4.6,2.83
9283,0.35,Ideal,F,SI2,62.8,55.0,591,4.53,4.48,2.83
9369,1.03,Premium,E,SI2,61.8,56.0,4730,6.5,6.47,4.01
12819,1.06,Ideal,I,VS1,61.2,57.0,5651,6.59,6.56,4.03
18708,1.43,Very Good,H,SI1,61.7,59.0,8654,7.23,7.29,4.48
43039,0.54,Ideal,F,VS1,61.1,57.0,1774,5.28,5.3,3.23
37823,0.39,Ideal,G,VVS1,62.3,57.0,1170,4.7,4.64,2.91
10800,0.34,Ideal,G,VS2,61.3,55.0,596,4.49,4.51,2.76
48775,0.33,Very Good,I,VVS2,61.6,57.0,552,4.43,4.45,2.73
1727,0.7,Very Good,G,VVS1,63.1,56.0,3073,5.64,5.67,3.57
16994,0.39,Good,J,VS1,63.5,58.0,616,4.59,4.64,2.93
4666,0.34,Very Good,F,SI2,63.3,54.0,574,4.48,4.46,2.83
30651,0.3,Ideal,F,VVS1,62.2,56.0,814,4.28,4.3,2.67
24487,2.01,Premium,H,SI2,63.0,59.0,15917,7.93,7.9,4.99
8535,0.92,Premium,E,SI1,59.8,59.0,4562,6.33,6.37,3.8
27733,0.4,Very Good,G,SI1,61.0,56.0,711,4.77,4.8,2.92
3750,0.31,Very Good,D,SI1,61.7,59.0,571,4.31,4.35,2.67
12924,1.19,Premium,H,SI1,60.8,59.0,5698,6.87,6.84,4.17
12722,1.16,Ideal,D,SI2,62.5,56.0,5615,6.7,6.8,4.23
30575,0.37,Ideal,E,VS2,62.6,56.0,811,4.56,4.61,2.87
11407,1.01,Very Good,G,SI1,62.7,58.0,5231,6.35,6.4,4.0
97,0.8,Premium,G,SI1,63.0,59.0,2760,5.9,5.81,3.69
3137,0.3,Premium,I,VS1,61.6,61.0,567,4.28,4.23,2.62
46136,0.73,Fair,F,SI2,59.2,64.0,2164,5.92,5.83,3.48
14357,1.28,Premium,G,SI2,62.6,58.0,6236,6.94,6.89,4.33
17921,0.4,Good,D,SI2,63.8,54.0,622,4.7,4.73,3.01
13140,1.07,Very Good,D,SI1,61.8,61.0,5767,6.54,6.57,4.05
3648,1.01,Premium,F,SI2,61.8,54.0,3507,6.47,6.42,3.98
43617,0.7,Good,J,SI2,61.2,64.0,1824,5.68,5.73,3.49
12485,1.01,Premium,D,SI1,61.7,62.0,5543,6.34,6.3,3.9
1633,0.73,Fair,D,VS1,66.0,54.0,3047,5.56,5.66,3.7
21008,1.44,Ideal,D,SI1,63.0,55.0,10725,7.23,7.18,4.54
45232,0.7,Good,H,SI1,63.3,60.0,2029,5.57,5.65,3.55
44629,0.75,Ideal,J,SI2,60.8,57.0,1944,5.91,5.87,3.58
49692,0.3,Very Good,D,SI1,62.2,58.0,552,4.28,4.31,2.67
18474,1.59,Very Good,J,VS1,60.7,59.0,8515,7.49,7.54,4.56
23481,1.2,Ideal,D,VVS2,62.7,54.0,14033,6.8,6.82,4.27
6171,0.3,Ideal,J,VS1,62.2,57.0,411,4.27,4.28,2.66
7521,0.71,Very Good,D,VVS2,61.0,56.0,4363,5.75,5.79,3.52
33340,0.3,Ideal,F,SI1,61.9,57.0,475,4.31,4.35,2.68
32316,0.3,Premium,H,VVS1,62.0,59.0,878,4.29,4.26,2.65
9879,0.31,Good,D,SI2,63.7,55.0,593,4.35,4.32,2.76
48849,0.52,Premium,D,VVS1,58.8,61.0,2553,5.31,5.27,3.11
19446,1.17,Ideal,G,VVS2,60.6,56.0,9225,6.87,6.84,4.15
33365,0.42,Premium,G,VS1,60.8,59.0,921,4.79,4.85,2.93
15352,1.03,Ideal,H,VVS2,62.2,55.0,6638,6.43,6.49,4.03
23017,2.01,Premium,J,VS2,61.1,59.0,13228,8.07,8.04,4.92
49305,0.77,Very Good,G,SI1,62.7,57.0,2633,5.79,5.85,3.65
24259,2.06,Premium,I,SI1,60.8,60.0,15494,8.25,8.16,4.99
47408,0.71,Premium,F,SI1,58.5,59.0,2345,5.87,5.82,3.42
7345,0.84,Ideal,G,VS1,61.8,56.0,4325,6.02,6.11,3.75
6304,1.04,Very Good,G,SI2,62.7,57.0,4125,6.4,6.46,4.03
47388,0.71,Ideal,G,SI1,62.8,56.0,2342,5.72,5.75,3.6
49320,0.85,Ideal,H,SI2,61.8,54.0,2635,6.07,6.1,3.76
16376,0.3,Very Good,F,VVS2,64.2,56.0,613,4.22,4.26,2.72
47590,0.78,Ideal,J,VS1,61.9,57.0,2365,5.88,5.91,3.65
29055,0.32,Ideal,E,VS1,61.8,55.0,758,4.4,4.43,2.73
22360,1.54,Premium,H,IF,62.5,58.0,12308,7.38,7.33,4.6
18322,1.71,Premium,I,SI2,59.0,60.0,8366,7.86,7.83,4.63
48585,0.7,Premium,I,VVS1,61.2,59.0,2513,5.65,5.69,3.47
49140,0.76,Very Good,H,VS2,58.7,61.0,2599,5.96,5.99,3.51
34521,0.34,Ideal,G,IF,62.2,53.0,974,4.49,4.52,2.8
28228,0.32,Ideal,G,VVS1,61.7,56.0,730,4.37,4.41,2.71
18745,1.01,Premium,F,VVS2,61.8,55.0,8688,6.45,6.36,3.96
20644,1.7,Premium,H,VS2,59.0,58.0,10333,7.77,7.72,4.57
5432,1.2,Ideal,I,SI2,62.5,56.0,3931,6.8,6.7,4.22
22669,1.7,Premium,I,VS1,59.8,59.0,12737,7.79,7.7,4.63
45951,0.7,Good,H,VS2,64.1,58.0,2137,5.51,5.57,3.55
47170,0.72,Premium,H,VS2,61.1,58.0,2318,5.78,5.74,3.52
2539,0.61,Ideal,F,VVS2,61.5,55.0,3248,5.47,5.53,3.38
11929,1.28,Premium,H,SI2,60.2,60.0,5376,6.97,6.93,4.31
48149,0.3,Ideal,G,VS2,61.6,57.0,545,4.3,4.33,2.66
41903,0.7,Premium,J,VS1,62.0,58.0,1657,5.68,5.74,3.54
48499,0.75,Good,E,SI2,59.7,62.0,2497,5.85,5.88,3.5
1171,0.72,Ideal,H,VS1,62.3,55.0,2949,5.72,5.74,3.57
7927,1.24,Premium,H,SI2,62.3,58.0,4444,6.84,6.8,4.25
14289,1.23,Ideal,H,SI2,62.1,56.0,6199,6.85,6.82,4.24
31358,0.4,Good,I,VVS1,63.3,57.0,842,4.67,4.71,2.97
32262,0.41,Premium,D,SI2,62.4,60.0,876,4.77,4.71,2.96
47561,0.7,Very Good,F,VS2,62.4,57.0,2362,5.63,5.69,3.53
36768,0.42,Premium,G,VS2,62.0,58.0,1087,4.81,4.77,2.97
17073,1.01,Premium,D,VS2,60.0,59.0,7508,6.53,6.48,3.9
15892,1.02,Very Good,D,SI1,60.3,56.0,6863,6.55,6.57,3.96
48972,0.7,Very Good,E,SI1,62.7,55.0,2575,5.63,5.67,3.54
18681,1.02,Ideal,F,VS1,62.0,57.0,8637,6.49,6.44,4.01
40785,0.3,Good,I,SI1,63.5,57.0,394,4.24,4.26,2.7
2643,0.8,Good,E,VS2,64.5,56.0,3273,5.8,5.86,3.76
30314,0.31,Ideal,F,VS2,60.8,56.0,802,4.41,4.38,2.67
5347,0.91,Premium,E,SI1,61.5,60.0,3911,6.19,6.24,3.82
30508,0.44,Premium,H,VS2,61.3,58.0,810,4.88,4.91,3.0
41800,0.54,Premium,D,SI1,62.6,57.0,1650,5.21,5.12,3.23
32972,0.35,Premium,H,VVS2,62.7,58.0,906,4.5,4.46,2.81
7896,1.15,Premium,F,SI2,62.2,59.0,4437,6.7,6.62,4.14
9833,0.9,Premium,F,VS2,62.3,58.0,4838,6.16,6.14,3.83
34782,0.35,Premium,E,VS2,61.6,58.0,984,4.57,4.52,2.8
28047,0.33,Ideal,E,VS2,62.3,57.0,723,4.4,4.43,2.75
32591,0.39,Very Good,E,VS2,61.3,61.0,889,4.66,4.7,2.87
17015,1.51,Good,J,VS2,59.5,61.0,7476,7.45,7.62,4.48
8461,1.03,Very Good,D,SI2,60.9,57.0,4545,6.53,6.55,3.98
19675,1.24,Good,G,VS1,60.2,63.0,9405,6.96,6.99,4.2
34742,0.35,Premium,E,VS2,59.5,58.0,984,4.62,4.59,2.74
162,0.74,Very Good,F,VS2,61.3,61.0,2775,5.8,5.84,3.57
37766,0.46,Very Good,I,VVS1,63.5,57.0,1164,4.91,4.85,3.1
47698,0.54,Ideal,D,VS1,61.3,56.0,2378,5.3,5.27,3.24
9557,1.23,Premium,I,SI2,62.1,59.0,4773,6.83,6.79,4.23
27037,0.41,Premium,I,SI2,61.6,59.0,692,4.79,4.76,2.94
37481,0.51,Ideal,F,SI2,61.1,56.0,1139,5.18,5.21,3.17
9067,1.08,Ideal,G,SI2,61.9,58.0,4675,6.55,6.57,4.06
1431,0.8,Premium,G,VS2,60.6,59.0,3002,6.02,5.97,3.63
15261,1.0,Ideal,E,VS2,61.6,57.0,6600,6.38,6.44,3.95
23252,2.01,Premium,F,SI2,58.4,59.0,13610,8.26,8.24,4.82
45603,0.7,Good,H,VS2,63.8,60.0,2083,5.59,5.51,3.54
13975,1.52,Premium,H,SI2,62.6,60.0,6086,7.34,7.3,4.58
1619,0.72,Very Good,G,VVS2,60.4,58.0,3043,5.77,5.82,3.5
7710,0.35,Ideal,F,SI1,62.5,54.0,583,4.5,4.52,2.82
7736,1.07,Ideal,G,SI2,62.0,57.0,4401,6.58,6.55,4.07
37051,0.41,Premium,I,VVS1,61.5,59.0,1107,4.81,4.75,2.94
7531,1.07,Premium,F,SI2,61.8,58.0,4366,6.51,6.57,4.04
46907,0.3,Ideal,E,SI2,62.1,55.0,401,4.3,4.33,2.68
17069,1.52,Very Good,I,SI1,62.7,59.0,7506,7.26,7.34,4.58
13493,1.01,Very Good,F,VS2,62.9,56.0,5902,6.38,6.41,4.02
42821,0.61,Premium,H,VVS2,60.9,60.0,1752,5.47,5.5,3.34
43619,0.4,Ideal,E,VVS1,61.3,56.0,1824,4.78,4.75,2.92
3384,0.71,Very Good,H,IF,60.2,61.0,3444,5.76,5.8,3.48
2839,0.9,Premium,D,SI2,62.5,59.0,3312,6.18,6.13,3.85
29312,0.3,Good,J,VS2,63.4,57.0,368,4.22,4.26,2.69
5105,1.01,Fair,G,SI2,64.7,58.0,3856,6.14,6.23,4.0
15078,1.22,Very Good,F,SI1,63.1,58.0,6530,6.8,6.74,4.27
29309,0.3,Premium,J,VS2,62.2,58.0,368,4.28,4.3,2.67
19715,1.5,Premium,E,SI2,60.1,60.0,9450,7.42,7.35,4.44
26201,0.33,Premium,F,VS2,62.2,58.0,666,4.43,4.44,2.76
43363,0.51,Ideal,D,VS2,61.4,57.0,1807,5.16,5.13,3.16
25279,2.02,Very Good,H,SI1,63.4,60.0,17672,7.96,8.04,5.07
2096,0.83,Very Good,H,VS1,63.1,60.0,3153,5.91,5.98,3.75
42963,0.72,Fair,J,SI2,66.1,55.0,1762,5.51,5.56,3.66
22436,2.01,Premium,J,SI2,61.4,60.0,12407,8.14,8.07,4.98
7999,1.02,Premium,I,VS2,62.0,58.0,4459,6.44,6.47,4.0
29252,0.3,Ideal,E,VVS2,62.2,57.0,766,4.28,4.31,2.67
16370,0.32,Ideal,G,SI1,60.8,56.0,612,4.48,4.44,2.71
5017,0.9,Premium,E,SI2,61.7,58.0,3830,6.18,6.11,3.79
25122,2.14,Ideal,I,SI1,62.1,58.0,17213,8.21,8.26,5.11
17833,1.21,Premium,G,VS2,62.2,58.0,7996,6.85,6.81,4.25
23284,2.0,Ideal,G,SI1,61.7,55.0,13675,8.11,8.07,4.99
18994,1.56,Premium,I,VVS2,60.5,58.0,8858,7.53,7.45,4.53
18284,1.6,Premium,H,SI2,59.4,59.0,8333,7.6,7.55,4.5
24570,1.54,Very Good,F,VS1,63.3,58.0,16082,7.34,7.3,4.63
35525,0.31,Premium,J,VS2,62.7,58.0,488,4.34,4.3,2.71
32373,0.33,Ideal,F,VVS1,62.0,55.0,880,4.44,4.47,2.76
6397,1.0,Ideal,J,VS1,62.3,56.0,4144,6.43,6.38,3.99
42845,0.53,Ideal,D,SI1,62.2,56.0,1753,5.23,5.19,3.24
28272,0.31,Premium,D,SI1,60.2,56.0,732,4.4,4.37,2.64
46698,0.73,Ideal,F,SI2,60.5,59.0,2255,5.83,5.88,3.54
46850,0.71,Very Good,H,VS1,62.8,58.0,2277,5.67,5.7,3.57
34865,0.32,Ideal,F,VVS1,61.7,56.0,990,4.42,4.4,2.72
8329,0.39,Very Good,H,SI2,60.4,60.0,588,4.74,4.8,2.88
30268,0.31,Ideal,H,VVS2,61.8,56.0,802,4.36,4.34,2.69
41796,0.51,Ideal,E,SI1,61.5,55.0,1649,5.18,5.15,3.18
3471,1.05,Premium,J,SI2,60.9,60.0,3457,6.59,6.51,3.99
45657,0.7,Good,E,SI2,59.7,63.0,2092,5.71,5.78,3.43
14472,1.04,Ideal,G,VS2,59.4,58.0,6286,6.63,6.67,3.95
18509,1.35,Premium,H,VS1,62.3,58.0,8543,7.1,7.05,4.41
